customer_id,transaction_date,transaction_amount,transaction_type,transaction_category,starting_amount,account_balance
CUST_012,2022-02-14,450.0,credit,rent,750.0,12730.0
CUST_030,2022-01-26,80.0,debit,entertainment,0.0,10720.0
CUST_006,2022-01-06,100.0,debit,Transportation,600.0,2500.0
CUST_004,2022-01-04,150.0,credit,salary,1200.0,2354.01
CUST_040,2022-02-18,80.0,debit,education,0.0,-1430.0
CUST_032,2022-01-31,80.0,credit,education,0.0,13280.0
CUST_018,2022-01-18,750.0,credit,deposit,200.0,1080.0
CUST_002,2022-01-07,800.0,credit,Rent,500.0,1480.0
CUST_007,2022-01-24,300.0,debit,transportation,400.0,-5410.0
CUST_001,2022-01-02,25.0,credit,salary,1000.0,2235.25
CUST_020,2022-01-29,260.0,credit,rent,2500.0,3020.0
CUST_021,2022-01-02,800.0,credit,rent,1250.0,2950.0
CUST_013,2022-01-03,550.0,credit,rent,550.0,1750.0
CUST_002,2022-01-02,100.0,credit,investment,500.0,1580.0
CUST_004,2022-01-22,100.0,debit,gift,1200.0,2254.01
CUST_007,2022-01-29,120.0,credit,loan,400.0,-5290.0
CUST_014,2022-01-28,800.0,debit,transfer,100.0,2345.0
CUST_018,2022-09-01,7300.0,credit,Transfer,200.0,8380.0
CUST_008,2022-01-26,1500.0,credit,salary,250.0,2350.0
CUST_001,2022-01-02,300.0,debit,entertainment,1000.0,1935.25
CUST_026,2022-01-26,350.0,credit,Food,0.0,350.0
CUST_013,2022-01-13,240.0,debit,shopping,550.0,1510.0
CUST_024,2022-01-24,1050.0,credit,food,9200.0,10250.0
CUST_007,2022-01-07,300.0,credit,electronics,400.0,-4990.0
CUST_038,2022-04-01,11300.0,credit,Transfer,0.0,11300.0
CUST_004,2022-01-04,100.0,credit,Transfer,1200.0,2354.01
CUST_011,2022-03-01,25.0,credit,salary,350.0,-1990.0
CUST_004,2022-01-07,700.0,credit,deposit,1200.0,3054.01
CUST_015,2022-01-05,400.0,credit,salary,450.0,865.0
CUST_014,2022-01-14,140.0,debit,pet expenses,100.0,2205.0
CUST_008,2022-02-19,45.99,credit,travel,250.0,2395.99
CUST_004,2022-01-22,450.0,credit,loan,1200.0,3504.01
CUST_017,2022-01-17,850.0,credit,housing,850.0,6050.0
CUST_012,2022-03-07,25.99,debit,groceries,750.0,12704.01
CUST_002,2022-01-03,1200.0,credit,entertainment,500.0,2780.0
CUST_039,2022-02-17,100.0,credit,transportation,0.0,100.0
CUST_023,2022-01-23,400.0,debit,Entertainment,1800.0,340.0
CUST_040,2023-01-09,800.0,debit,groceries,0.0,-2230.0
CUST_012,2022-01-03,90.0,credit,housing,750.0,12794.01
CUST_013,2022-01-13,650.0,credit,petdoor gear,550.0,2160.0
CUST_013,2022-01-06,900.0,credit,gift,550.0,3060.0
CUST_004,2022-01-10,1500.0,credit,salary,1200.0,5004.01
CUST_012,2022-01-13,130.0,debit,subscription,750.0,12664.01
CUST_020,2022-01-20,700.0,debit,Housing,2500.0,2320.0
CUST_010,2022-02-07,440.0,credit,housing,900.0,2390.0
CUST_039,2022-02-10,2000.0,credit,Deposit,0.0,2100.0
CUST_009,2022-01-30,350.0,credit,Deposit,700.0,2520.0
CUST_012,2022-01-12,700.0,credit,Rent,750.0,13364.01
CUST_002,2022-01-06,1500.0,credit,salary,500.0,4280.0
CUST_001,2022-01-04,30.0,credit,housing,1000.0,1965.25
CUST_003,2022-01-09,70.0,credit,salary,800.0,1020.0
CUST_004,2022-01-16,90.0,debit,pet expenses,1200.0,4914.01
CUST_013,2022-01-13,190.0,credit,rent,550.0,3250.0
CUST_011,2022-01-04,240.0,credit,housing,350.0,-1750.0
CUST_047,2023-01-16,10000.0,credit,Salary,0.0,10000.0
CUST_016,2022-01-17,120.0,credit,rent,650.0,735.99
CUST_007,2022-01-29,120.0,debit,groceries,400.0,-5110.0
CUST_013,2022-01-06,800.0,credit,payment,550.0,4050.0
CUST_004,2022-01-15,600.0,debit,Bill Payment,1200.0,4314.01
CUST_016,2022-01-16,400.0,credit,rent,650.0,1135.99
CUST_009,2022-02-01,800.0,credit,Transfer,700.0,3320.0
CUST_050,2022-09-01,15600.0,credit,Transfer,0.0,15600.0
CUST_039,2022-02-17,100.0,credit,transportation,0.0,2200.0
CUST_041,2022-02-17,800.0,debit,withdrawal,0.0,-400.0
CUST_011,2022-01-01,100.0,debit,salary,350.0,-1850.0
CUST_011,2022-01-23,490.0,credit,deposit,350.0,-1360.0
CUST_009,2022-01-30,350.0,credit,Deposit,700.0,3670.0
CUST_054,2022-09-01,15600.0,credit,Transfer,1200.0,16800.0
CUST_014,2022-01-06,100.0,credit,transportation,100.0,2305.0
CUST_029,2022-01-31,1500.0,credit,gadgets,0.0,4100.0
CUST_004,2022-01-13,100.0,debit,transportation,1200.0,4214.01
CUST_006,2022-02-12,60.0,credit,rent,600.0,2560.0
CUST_004,2022-01-22,450.0,credit,loan,1200.0,4664.01
CUST_014,2022-01-28,800.0,debit,transfer,100.0,1505.0
CUST_004,2022-01-22,45.99,credit,travel,1200.0,4710.0
CUST_005,2022-01-09,750.0,credit,deposit,300.0,1830.0
CUST_063,2022-11-01,17200.0,credit,Transfer,950.0,18150.0
CUST_040,2022-04-10,7000.0,credit,Deposit,0.0,4770.0
CUST_044,2023-01-13,900.0,credit,groceries,0.0,900.0
CUST_016,2022-01-16,2600.0,debit,pet store,650.0,-1464.01
CUST_001,2022-01-02,25.0,credit,salary,1000.0,1990.25
CUST_009,2022-01-09,650.0,credit,deposit,700.0,4320.0
CUST_008,2022-01-08,80.0,debit,transportation,250.0,2315.99
CUST_032,2022-01-31,80.0,credit,education,0.0,13360.0
CUST_017,2022-01-14,1200.0,debit,entertainment,850.0,4850.0
CUST_037,2023-01-06,970.0,credit,salary,0.0,510.0
CUST_002,2022-01-02,100.0,debit,Food,500.0,4180.0
CUST_001,2022-01-01,80.0,credit,loan,1000.0,2070.25
CUST_011,2022-02-13,110.0,debit,entertainment,350.0,-1470.0
CUST_017,2022-02-26,560.0,debit,salary,850.0,4290.0
CUST_013,2022-01-03,1200.0,credit,entertainment,550.0,5250.0
CUST_001,2022-01-03,300.0,credit,entertainment,1000.0,2370.25
CUST_008,2022-02-15,45.99,credit,travel,250.0,2361.9799999999996
CUST_019,2022-01-09,60.0,credit,travel,950.0,1120.0
CUST_006,2022-01-06,100.0,debit,Transportation,600.0,2460.0
CUST_035,2022-02-16,2350.0,credit,gaming,0.0,2350.0
CUST_020,2022-01-20,1000.0,debit,jewelry,2500.0,1320.0
CUST_017,2022-01-16,1600.0,debit,gourmet food,850.0,2690.0
CUST_017,2022-01-17,1750.0,debit,floral arrangements,850.0,940.0
CUST_009,2022-01-25,50.0,credit,rent,700.0,4370.0
CUST_004,2022-01-13,100.0,credit,salary,1200.0,4810.0
CUST_013,2022-01-06,1200.0,debit,entertainment,550.0,4050.0
CUST_002,2022-01-03,1500.0,credit,salary,500.0,5680.0
CUST_016,2022-01-16,650.0,credit,outdoor gear,650.0,-814.01
CUST_005,2022-01-17,35.0,credit,rent,300.0,1865.0
CUST_002,2022-01-06,750.0,credit,Rent,500.0,6430.0
CUST_048,2022-02-19,1000.0,credit,gadgets,0.0,900.0
CUST_029,2022-01-29,540.0,debit,shopping,0.0,3560.0
CUST_013,2022-01-09,650.0,credit,loan,550.0,4700.0
CUST_004,2022-01-12,350.0,debit,entertainment,1200.0,4460.0
CUST_039,2022-02-17,100.0,credit,transportation,0.0,2300.0
CUST_002,2022-01-06,60.0,credit,groceries,500.0,6490.0
CUST_040,2023-01-09,980.0,debit,travel,0.0,3790.0
CUST_040,2022-01-01,9200.0,credit,Transfer,0.0,12990.0
CUST_034,2023-01-03,1200.0,credit,Food,0.0,1700.0
CUST_026,2022-01-25,350.0,credit,Food,0.0,700.0
CUST_006,2022-01-21,90.0,credit,rent,600.0,2550.0
CUST_027,2022-01-27,750.0,credit,Salary,0.0,850.0
CUST_002,2022-01-06,10.0,credit,bonus,500.0,6500.0
CUST_043,2022-02-18,60.0,debit,subscription,0.0,480.0
CUST_027,2022-01-26,450.0,debit,Housing,0.0,400.0
CUST_001,2022-01-01,50.0,credit,sports,1000.0,2420.25
CUST_010,2022-01-10,1100.0,credit,housing,900.0,3490.0
CUST_016,2022-01-06,750.0,credit,Rent,650.0,-64.00999999999999
CUST_006,2022-02-01,45.99,credit,travel,600.0,2595.99
CUST_030,2022-01-29,900.0,credit,Shopping,0.0,11620.0
CUST_018,2022-01-16,1000.0,credit,furniture,200.0,9380.0
CUST_013,2022-01-06,50.0,debit,bills,550.0,4650.0
CUST_017,2022-02-26,300.0,debit,Food,850.0,640.0
CUST_007,2022-01-30,300.0,debit,groceries,400.0,-5410.0
CUST_022,2022-01-22,1100.0,debit,transportation,3200.0,2190.0
CUST_038,2022-02-07,1700.0,credit,housing,0.0,13000.0
CUST_014,2022-01-10,9600.0,credit,Deposit,100.0,11105.0
CUST_018,2022-01-18,750.0,credit,deposit,200.0,10130.0
CUST_011,2022-01-23,1130.0,credit,deposit,350.0,-340.0
CUST_002,2022-01-04,300.0,credit,salary,500.0,6800.0
CUST_055,2022-08-05,14400.0,debit,Purchase,750.0,-13650.0
CUST_043,2023-01-12,800.0,credit,Rent,0.0,1280.0
CUST_033,2022-02-02,950.0,debit,transfer,0.0,50.0
CUST_027,2022-01-27,800.0,credit,Food,0.0,1200.0
CUST_014,2022-02-22,750.0,credit,Rent,100.0,11855.0
CUST_034,2023-01-03,800.0,debit,investment,0.0,900.0
CUST_031,2022-01-31,980.0,debit,transportation,0.0,-1430.0
CUST_017,2022-01-17,1350.0,debit,food,850.0,-710.0
CUST_006,2022-01-21,400.0,credit,rent,600.0,2995.99
CUST_006,2022-01-06,100.0,credit,groceries,600.0,3095.99
CUST_012,2022-01-06,100.0,credit,transportation,750.0,13464.01
CUST_013,2022-01-13,450.0,debit,Housing,550.0,4200.0
CUST_021,2022-01-21,3200.0,debit,services,1250.0,-250.0
CUST_003,2022-01-02,200.0,debit,Bill Payment,800.0,820.0
CUST_004,2022-01-02,500.0,credit,Food,1200.0,4960.0
CUST_006,2022-02-12,25.0,credit,salary,600.0,3120.99
CUST_038,2023-01-07,1000.0,credit,salary,0.0,14000.0
CUST_039,2022-02-17,100.0,credit,transportation,0.0,2400.0
CUST_013,2022-01-31,940.0,credit,payment,550.0,5140.0
CUST_001,2022-01-03,35.0,debit,entertainment,1000.0,2385.25
CUST_005,2022-01-24,15.0,debit,entertainment,300.0,1850.0
CUST_009,2022-01-28,400.0,credit,bills,700.0,4770.0
CUST_019,2022-03-25,1200.0,credit,Deposit,950.0,2320.0
CUST_021,2022-01-21,800.0,credit,shoes,1250.0,550.0
CUST_039,2022-02-13,500.0,debit,withdrawal,0.0,1900.0
CUST_024,2022-01-23,900.0,debit,Entertainment,9200.0,9350.0
CUST_071,2023-01-01,18000.0,credit,Transfer,440.0,18440.0
CUST_017,2022-01-17,1250.0,debit,services,850.0,-1960.0
CUST_043,2023-01-12,800.0,credit,entertainment,0.0,2080.0
CUST_005,2022-01-05,500.0,debit,Purchase,300.0,1350.0
CUST_004,2022-01-20,20.99,credit,bonus,1200.0,4980.99
CUST_007,2022-01-07,350.0,credit,groceries,400.0,-5060.0
CUST_027,2022-01-26,450.0,debit,transportation,0.0,750.0
CUST_003,2022-01-03,150.0,debit,services,800.0,670.0
CUST_001,2022-01-01,200.0,debit,entertainment,1000.0,2185.25
CUST_017,2022-01-13,75.0,credit,housing,850.0,-1885.0
CUST_012,2022-02-04,420.0,debit,salary,750.0,13044.01
CUST_007,2022-01-07,750.0,credit,Rent,300.0,-4310.0
CUST_011,2022-01-13,100.0,credit,education,350.0,-240.0
CUST_005,2022-01-05,50.0,credit,rewards,300.0,1400.0
CUST_013,2022-02-20,5600.0,credit,rent,550.0,10740.0
CUST_040,2023-01-09,800.0,credit,entertainment,0.0,13790.0
CUST_001,2022-01-01,100.0,credit,salary,1000.0,2285.25
CUST_012,2022-01-05,120.0,debit,rent,750.0,12924.01
CUST_007,2022-01-29,120.0,debit,groceries,400.0,-4430.0
CUST_003,2022-01-04,750.0,credit,Rent,800.0,1420.0
CUST_019,2022-01-18,610.0,credit,salary,950.0,2930.0
CUST_003,2022-01-03,250.0,credit,deposit,800.0,1670.0
CUST_003,2022-01-01,200.0,credit,Shopping,800.0,1870.0
CUST_067,2022-11-01,17200.0,credit,Transfer,100.0,17300.0
CUST_001,2022-01-02,80.75,credit,payment,1000.0,2366.0
CUST_004,2022-01-22,450.0,credit,loan,1200.0,5430.99
CUST_039,2022-02-13,900.0,credit,deposit,0.0,2800.0
CUST_013,2022-03-10,30.0,credit,travel,550.0,10770.0
CUST_014,2022-02-24,550.0,credit,investment,100.0,12405.0
CUST_008,2022-02-11,30.0,credit,groceries,250.0,2391.9799999999996
CUST_007,2022-01-13,980.0,credit,Deposit,400.0,-3450.0
CUST_021,2022-01-21,850.0,credit,garden supplies,1250.0,1400.0
CUST_013,2022-01-13,550.0,credit,salary,550.0,11320.0
CUST_017,2022-01-19,600.0,credit,deposit,850.0,-1285.0
CUST_037,2022-02-06,700.0,debit,transfer,0.0,-190.0
CUST_004,2022-02-26,45.99,credit,travel,1200.0,5476.98
CUST_017,2022-01-17,240.0,debit,shopping,850.0,-1525.0
CUST_011,2022-02-13,490.0,credit,groceries,350.0,250.0
CUST_020,2022-01-29,950.0,credit,entertainment,2500.0,2270.0
CUST_016,2022-01-16,700.0,credit,Rent,650.0,635.99
CUST_003,2022-01-04,300.0,debit,Food,800.0,1570.0
CUST_040,2022-02-09,1300.0,credit,entertainment,0.0,15090.0
CUST_001,2022-01-02,25.0,credit,salary,1000.0,2391.0
CUST_028,2022-01-10,9300.0,credit,Deposit,0.0,9300.0
CUST_004,2022-01-07,800.0,debit,withdrawal,1200.0,4676.98
CUST_015,2022-01-15,800.0,debit,Bill Payment,450.0,65.0
CUST_001,2022-01-01,100.0,debit,Food,1000.0,2291.0
CUST_015,2022-01-10,900.0,credit,gift,450.0,965.0
CUST_009,2022-01-18,1000.0,debit,transfer,700.0,3770.0
CUST_007,2022-01-07,550.0,credit,Rent,400.0,-2900.0
CUST_011,2022-01-01,50.0,debit,books,350.0,200.0
CUST_014,2022-02-23,610.0,debit,groceries,100.0,11795.0
CUST_006,2022-01-10,1200.0,credit,rent,600.0,4320.99
CUST_004,2022-01-20,20.99,credit,bonus,1200.0,4697.969999999999
CUST_004,2022-01-13,140.0,debit,travel,1200.0,4557.969999999999
CUST_067,2022-11-01,17200.0,credit,Transfer,450.0,34500.0
CUST_031,2022-01-31,1270.0,credit,salary,0.0,-160.0
CUST_017,2022-01-17,700.0,credit,deposit,850.0,-825.0
CUST_027,2022-01-27,590.0,debit,entertainment,0.0,160.0
CUST_004,2022-01-29,15.0,credit,rent,1200.0,4572.969999999999
CUST_021,2022-01-21,300.0,debit,travel,1250.0,1100.0
CUST_004,2022-01-03,90.0,credit,rent,1200.0,4662.969999999999
CUST_004,2022-01-22,100.0,debit,gift,1200.0,4562.969999999999
CUST_040,2022-02-09,1300.0,debit,subscription,0.0,13790.0
CUST_005,2022-01-05,500.0,credit,rewards,300.0,1900.0
CUST_013,2022-01-27,890.0,credit,deposit,550.0,12210.0
CUST_011,2022-01-01,900.0,credit,gift,350.0,1100.0
CUST_012,2022-01-12,850.0,credit,Shopping,750.0,13774.01
CUST_043,2023-01-12,900.0,credit,rent,0.0,2980.0
CUST_011,2022-01-02,850.0,credit,rent,350.0,1950.0
CUST_039,2023-01-08,850.0,credit,Groceries,0.0,3650.0
CUST_069,2022-11-15,17800.0,credit,Transfer,380.0,18180.0
CUST_011,2022-01-03,300.0,debit,entertainment,350.0,1650.0
CUST_019,2022-04-06,60.0,credit,rent,950.0,2990.0
CUST_014,2022-02-23,520.0,debit,groceries,100.0,11275.0
CUST_040,2022-02-11,400.0,credit,Deposit,0.0,14190.0
CUST_001,2022-01-04,100.0,debit,electronic devices,1000.0,2191.0
CUST_009,2022-01-26,350.0,credit,entertainment,700.0,4120.0
CUST_022,2022-01-22,90.0,credit,medical,3200.0,2280.0
CUST_014,2022-01-06,90.0,debit,services,100.0,11185.0
CUST_005,2022-01-05,450.0,credit,rewards,300.0,2350.0
CUST_003,2022-01-03,150.0,credit,rent,800.0,1720.0
CUST_014,2022-01-14,400.0,debit,transportation,100.0,10785.0
CUST_031,2022-01-31,1270.0,credit,salary,0.0,1110.0
CUST_041,2023-01-10,1090.0,credit,salary,0.0,690.0
CUST_004,2022-01-13,100.0,credit,salary,1200.0,4662.969999999999
CUST_016,2022-01-08,700.0,credit,entertainment,650.0,1335.99
CUST_041,2022-02-10,2250.0,credit,housing,0.0,2940.0
CUST_019,2022-04-04,30.0,credit,groceries,950.0,3020.0
CUST_002,2022-01-06,1500.0,credit,salary,500.0,8300.0
CUST_002,2022-01-08,110.0,credit,loan,500.0,8410.0
CUST_020,2022-01-10,90.0,credit,payment,2500.0,2360.0
CUST_002,2022-01-12,450.0,debit,Housing,500.0,7960.0
CUST_007,2022-01-27,230.0,credit,investment,300.0,-2670.0
CUST_017,2022-01-17,650.0,credit,outdoor gear,850.0,-175.0
CUST_014,2022-01-14,700.0,credit,deposit,100.0,11485.0
CUST_009,2022-01-09,90.0,credit,salary,700.0,4210.0
CUST_029,2022-01-31,3100.0,credit,home improvement,0.0,6660.0
CUST_047,2024-01-16,1000.0,credit,pet accessories,0.0,11000.0
CUST_014,2022-01-11,900.0,credit,gift,100.0,12385.0
CUST_036,2022-02-14,200.0,credit,rewards,0.0,11060.0
CUST_002,2022-01-02,25.0,credit,salary,500.0,7985.0
CUST_013,2022-01-23,1130.0,credit,deposit,550.0,13340.0
CUST_013,2022-01-14,1000.0,credit,Food,550.0,14340.0
CUST_013,2022-01-23,1020.0,credit,rent,550.0,15360.0
CUST_020,2022-01-20,2000.0,debit,electronic devices,2500.0,360.0
CUST_039,2022-02-17,100.0,credit,transportation,0.0,3750.0
CUST_013,2022-01-13,190.0,credit,rent,550.0,15550.0
CUST_011,2022-01-23,490.0,credit,deposit,350.0,2140.0
CUST_024,2022-01-24,140.0,credit,bonus,9200.0,9490.0
CUST_055,2022-08-05,8100.0,credit,Deposit,750.0,-5550.0
CUST_010,2022-02-09,20.0,credit,bonus,900.0,3510.0
CUST_006,2022-01-18,2800.0,credit,salary,600.0,7120.99
CUST_015,2022-01-05,400.0,credit,salary,450.0,1365.0
CUST_013,2022-01-11,300.0,credit,investment,550.0,15850.0
CUST_025,2022-01-25,800.0,credit,groceries,3800.0,4600.0
CUST_013,2022-02-19,630.0,credit,groceries,550.0,16480.0
CUST_010,2022-01-10,17400.0,credit,Deposit,900.0,20910.0
CUST_040,2022-02-15,2300.0,debit,electronic devices,0.0,11890.0
CUST_036,2022-01-28,140.0,credit,medical,0.0,11200.0
CUST_017,2022-01-13,75.0,credit,salary,850.0,-100.0
CUST_017,2022-01-15,780.0,credit,deposit,850.0,680.0
CUST_039,2022-01-29,60.0,debit,home improvement,950.0,3690.0
CUST_016,2022-01-17,50.0,credit,rent,650.0,1385.99
CUST_018,2022-01-19,750.0,credit,Salary,200.0,10880.0
CUST_023,2022-01-23,1400.0,debit,Entertainment,1800.0,-1060.0
CUST_011,2022-01-23,1130.0,credit,deposit,350.0,3270.0
CUST_013,2022-01-06,200.0,debit,entertainment,550.0,16280.0
CUST_004,2022-01-07,500.0,credit,rewards,1200.0,5162.969999999999
CUST_020,2022-01-29,260.0,credit,rent,2500.0,620.0
CUST_041,2023-01-10,600.0,credit,housing,0.0,3540.0
CUST_039,2022-02-13,900.0,credit,deposit,0.0,4590.0
CUST_027,2022-01-27,1000.0,credit,hotels,0.0,1160.0
CUST_014,2022-01-27,700.0,credit,deposit,100.0,13085.0
CUST_008,2022-01-18,70.0,debit,food,250.0,2321.9799999999996
CUST_015,2022-01-15,200.0,debit,groceries,450.0,1165.0
CUST_044,2022-02-03,90.0,credit,medical,0.0,990.0
CUST_027,2022-01-26,750.0,credit,Salary,0.0,1910.0
CUST_010,2022-02-23,30.0,credit,groceries,900.0,20940.0
CUST_017,2022-02-26,560.0,debit,salary,850.0,120.0
CUST_015,2022-01-11,50.0,credit,Deposit,450.0,1215.0
CUST_013,2022-01-13,800.0,debit,withdrawal,550.0,15480.0
CUST_014,2022-01-11,900.0,credit,gift,100.0,13985.0
CUST_039,2022-02-13,800.0,credit,deposit,0.0,5390.0
CUST_043,2022-02-18,1000.0,credit,payment,0.0,3980.0
CUST_016,2022-08-15,6300.0,credit,Transfer,650.0,7685.99
CUST_046,2022-02-01,90.0,credit,rent,0.0,11290.0
CUST_005,2022-01-16,900.0,credit,gift,300.0,3250.0
CUST_021,2022-01-21,120.0,credit,housing,1250.0,1220.0
CUST_011,2022-01-23,490.0,credit,deposit,350.0,3760.0
CUST_003,2022-01-03,350.0,credit,deposit,800.0,2070.0
